question,contexts,ground_truth,evolution_type,metadata,episode_done
"When should herbicides be applied for weed management in soybean crops, taking into account the available herbicides and their recommended quantity as per label instructions?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop weed_management_needs_are WeedManagement weed_name': 'Various', 'Crop weed_management_needs_are WeedManagement herbicides HerbicideList name': 'Various', 'Crop weed_management_needs_are WeedManagement herbicides HerbicideList quantity': 'As per label instructions', 'Crop weed_management_needs_are WeedManagement herbicides HerbicideList stage': 'Pre-emergence'}""]","Herbicides for weed management in soybean crops should be applied at the pre-emergence stage, taking into account the available herbicides and their recommended quantity as per label instructions.",reasoning,[{}],True
"What disease causes chlorotic gray brown spots on leaves, leading to early defoliation and reduced pod, seed, and seed weight?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'N/A', 'Crop harvesting_guidelines_are': 'N/A', 'Crop storage_guidelines_are': 'N/A', 'Crop needs_disease_treatements DiseaseTreatements disease_name': 'RUST', 'Crop needs_disease_treatements DiseaseTreatements disease_symptoms': 'Chlorotic gray brown spots appear on the leaves, abundantly on lower surface. Slowly spots increase in size to form pustules. Eventually, leaves turn brown within short time causing early defoliation and reduction in number of pods, seeds and seed weight. Presence of loose brown powder owing to rupture of pustules is a characteristic symptom.'}""]",RUST,reasoning,[{}],True
What is the recommended seed variety for soybean cultivation in Madhya Pradesh that meets the germination rate requirement and is suitable for long-term storage using hermetic storage bags?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have a germination rate of at least 80%', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods have turned brown and lost their green color. The moisture content of the seeds should be around 10-12%.', 'Crop storage_guidelines_are': 'Store in a cool, dry place. Use hermetic storage bags for long-term storage.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'Madhya Pradesh', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations variety_name': 'JS 335'}""]",JS 335,reasoning,[{}],True
"Why should Eastern zone farmers check soybean seed germination before sowing, and what's the minimum germination percentage needed for optimal plant population and yield?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'Eastern zone', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations variety_name': 'JS 20-116'}""]",Farmers in the Eastern zone should check soybean seed germination before sowing to ensure optimum plant population and good yield. The minimum germination percentage needed for optimal plant population and yield is 70%.,reasoning,[{}],True
"Why do farmers need to check soybean seed germination before sowing, and what is the minimum germination percentage for optimal plant population and yield?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'North Eastern Hill zone', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations SeedList has_seeding_rate QuantitativeValue value': '55 kg per hectare'}""]",Farmers need to check soybean seed germination before sowing to ensure optimum plant population and good yield. The minimum germination percentage required is 70%.,reasoning,[{}],True
What is the minimum germination percentage required for soybean seeds according to the test requirements?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have more than 80% germination.', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods turn brown and hard.', 'Crop storage_guidelines_are': 'Store in cool and dry place.', 'Crop weed_management_needs_are WeedManagement weed_name': 'Phalaris minor', 'Crop weed_management_needs_are weed_types': 'Sedge'}""]",Seeds should have more than 80% germination.,reasoning,[{}],True
Why are harvesting guidelines important for soybean crops and how does the timing of harvesting impact yield and seed viability?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop needs_irrigation_schedule IrrigationRequirement quantity': 'As per crop requirement', 'Crop needs_irrigation_schedule IrrigationRequirement stage_of_application': 'At critical growth stages like seedling, flowering and pod filling'}""]","Harvesting guidelines are important for soybean crops because the timing of harvesting impacts yield and seed viability. Harvesting at the right time, indicated by the change of pod color (physiological maturity), helps prevent yield loss due to shattering and seed viability loss due to field weathering. At this time, the moisture percentage of soybean seed is around 14-16%.",reasoning,[{}],True
What are the recommended start and end dates for early sowing of soybean in the Southern zone?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'Southern zone', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations SeedList has_early_sowing_time SowingTime start_date': '15th June', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations SeedList has_early_sowing_time SowingTime end_date': '30th June'}""]",The recommended start date for early sowing of soybean in the Southern zone is 15th June and the end date is 30th June.,reasoning,[{}],True
What is the name of the crop in the Central Zone with the recommended seed variety RKS 45?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'N/A', 'Crop harvesting_guidelines_are': 'N/A', 'Crop storage_guidelines_are': 'N/A', 'Crop has_growing_zones CropGrowingZones name': 'Central Zone', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList variety_name': 'RKS 45', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList has_fertilizer_application_requirements Fertilization nutrient_name': 'N/A', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList has_fertilizer_application_requirements Fertilization quantity': 'N/A', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList has_fertilizer_application_requirements Fertilization stage_of_application': 'N/A'}""]",Soybean,reasoning,[{}],True
What are the conditions for harvesting soybean crops and how should they be stored?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have a germination rate of at least 80%', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods have turned brown and lost their green color. The moisture content of the seeds should be around 10-12%.', 'Crop storage_guidelines_are': 'Store in a cool, dry place. Use hermetic storage bags for long-term storage.', 'Crop has_types CropType name': 'Soybean', 'Crop has_types CropType used_for': 'Food, Feed, Oil'}""]","Harvest soybean crops when 85-90% pods have turned brown and lost their green color. The moisture content of the seeds should be around 10-12%. Soybean crops should be stored in a cool, dry place using hermetic storage bags for long-term storage.",reasoning,[{}],True
"What weed is recommended for managing grass in soybean crops, specifically for the weed 'Phalaris minor'?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have more than 80% germination.', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods turn brown and hard.', 'Crop storage_guidelines_are': 'Store in cool and dry place.', 'Crop weed_management_needs_are WeedManagement weed_name': 'Phalaris minor', 'Crop weed_management_needs_are weed_types': 'Grass'}""]",Phalaris minor is recommended for managing grass in soybean crops.,reasoning,[{}],True
What are the minimum germination and moisture percentages for soybean in the North Plain zone?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'North Plain zone'}""]","Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential. The moisture percentage of soybean seed is around 14-16% at the time of harvesting.",reasoning,[{}],True
"What is the specific crop name with seed germination test requirements, harvesting guidelines, storage guidelines, and is recommended for growing in Central India with the variety name JS 93-05?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have more than 80% germination.', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods turn brown and hard.', 'Crop storage_guidelines_are': 'Store in cool and dry place.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'Central India', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations variety_name': 'JS 93-05'}""]",Soybean,reasoning,[{}],True
"Why do Eastern zone farmers need to check soybean seed germination before sowing, and what is the minimum germination percentage needed for optimal plant population and yield?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'Eastern zone', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations variety_name': 'JS 20-116'}""]",Eastern zone farmers need to check soybean seed germination before sowing to ensure optimum plant population and good yield. The minimum germination percentage needed for optimal plant population and yield is 70%.,reasoning,[{}],True
What is the minimum germination percentage required for soybean seeds in the seed germination test for soybean crops?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have more than 80% germination.', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods turn brown and hard.', 'Crop storage_guidelines_are': 'Store in cool and dry place.', 'Crop has_types CropType name': 'Legume', 'Crop has_types CropType used_for': 'Food, Oil'}""]",Seeds should have more than 80% germination.,reasoning,[{}],True
What is the moisture percentage of soybean seed at physiological maturity in the NE Hill zone?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'North Eastern Hill zone'}""]",The moisture percentage of soybean seed at physiological maturity in the NE Hill zone is around 14-16%.,reasoning,[{}],True
What are the guidelines for harvesting soybean crops in Central India?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have more than 80% germination.', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods turn brown and hard.', 'Crop storage_guidelines_are': 'Store in cool and dry place.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'Central India', 'Crop has_growing_zones CropGrowingZones CropGrowingZone has_regions': 'Maharashtra'}""]",Harvest when 85-90% pods turn brown and hard.,reasoning,[{}],True
What is the name of the crop with the variety RVS-18 recommended for sowing in the Central Zone throughout the year?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'N/A', 'Crop harvesting_guidelines_are': 'N/A', 'Crop storage_guidelines_are': 'N/A', 'Crop has_growing_zones CropGrowingZones name': 'Central Zone', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList variety_name': 'RVS-18', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList has_early_sowing_time SowingTime start_date': '2017-01-01', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList has_early_sowing_time SowingTime end_date': '2017-12-31'}""]",Soybean,reasoning,[{}],True
"Why should Southern zone farmers check soybean seed germination before sowing, and what's the minimum germination percentage needed for optimal plant population and yield?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'Southern zone', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations SeedList has_early_sowing_time SowingTime start_date': '15th June', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations SeedList has_early_sowing_time SowingTime end_date': '30th June'}""]",Southern zone farmers should check soybean seed germination before sowing to ensure optimum plant population and good yield. The minimum germination percentage needed for optimal plant population and yield is 70%.,reasoning,[{}],True
What is the name of the crop in the Central Zone with the recommended seed variety NRC 86?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'N/A', 'Crop harvesting_guidelines_are': 'N/A', 'Crop storage_guidelines_are': 'N/A', 'Crop has_growing_zones CropGrowingZones name': 'Central Zone', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList variety_name': 'NRC 86', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList has_fertilizer_application_requirements Fertilization nutrient_name': 'N/A', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList has_fertilizer_application_requirements Fertilization quantity': 'N/A', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList has_fertilizer_application_requirements Fertilization stage_of_application': 'N/A'}""]",Soybean,reasoning,[{}],True
"Why do farmers in the NE Hill zone need to check soybean seed germination before sowing, and what's the minimum germination percentage needed for optimal plant population and yield?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'North Eastern Hill zone', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations variety_name': 'JS 20-94'}""]",Farmers in the NE Hill zone need to check soybean seed germination before sowing to ensure optimum plant population and good yield. The minimum germination percentage needed for optimal plant population and yield is 70%.,reasoning,[{}],True
What signs indicate pest infestation in soybean crops that can cause yield losses and drying of plants in linear patches?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have a germination rate of at least 80%', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods have turned brown and lost their green color. The moisture content of the seeds should be around 10-12%.', 'Crop storage_guidelines_are': 'Store in a cool, dry place. Use hermetic storage bags for long-term storage.', 'Crop needs_pest_treatements PestTreatements pest_name': 'White Grub, Gram Pod Borer, Tobacco Caterpillar, Green Semilooper, Girdle Beetle', 'Crop needs_pest_treatements PestTreatements pest_symptoms': 'Drying of plants in linear patches, heavy yield losses, irregular reddish to dark brown areas on infected parts, yellowing of leaves with brown spot, defoliation of leaves under prolonged period of high humidity, leaves remain green while only pods turn yellow to brown'}""]","The signs of pest infestation in soybean crops that can cause yield losses and drying of plants in linear patches include drying of plants in linear patches, heavy yield losses, irregular reddish to dark brown areas on infected parts, yellowing of leaves with brown spot, defoliation of leaves under prolonged period of high humidity, and leaves remain green while only pods turn yellow to brown.",reasoning,[{}],True
Why is it important for farmers to check soybean seed germination before sowing and how does it impact plant population and yield?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop weed_management_needs_are WeedManagement weed_name': 'Various', 'Crop weed_management_needs_are weed_types': 'Grassy weeds'}""]","Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.",reasoning,[{}],True
"What is the name of the crop with a minimum germination of 70%, a change in pod color indicating physiological maturity, and a recommended seeding rate of 55 kg/ha?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'Eastern zone', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations SeedList has_seeding_rate QuantitativeValue value': '55 kg per hectare'}""]",Soybean,reasoning,[{}],True
"What is the name of the crop that requires specific seed germination rate, specific harvesting conditions, and specific storage methods?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have a germination rate of at least 80%', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods have turned brown and lost their green color. The moisture content of the seeds should be around 10-12%.', 'Crop storage_guidelines_are': 'Store in a cool, dry place. Use hermetic storage bags for long-term storage.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'Madhya Pradesh', 'Crop has_growing_zones CropGrowingZones CropGrowingZone has_regions': 'Bhopal'}""]",Soybean,reasoning,[{}],True
"What is the name of the crop type used for soybean cultivation associated with ""RKS 24""?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'N/A', 'Crop harvesting_guidelines_are': 'N/A', 'Crop storage_guidelines_are': 'N/A', 'Crop has_types CropType name': 'RKS 24', 'Crop has_types CropType used_for': 'Cultivation'}""]",RKS 24,reasoning,[{}],True
"What type of soil is best for growing soybeans, considering organic matter, water holding capacity, and drainage?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have more than 80% germination.', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods turn brown and hard.', 'Crop storage_guidelines_are': 'Store in cool and dry place.', 'Crop has_soil_requirements SoilRequirements soil_type_name': 'Well drained loamy to clayey loam', 'Crop has_soil_requirements SoilRequirements avoid_soil_type': 'Sandy soil', 'Crop has_soil_requirements SoilRequirements for_water': 'Moderate water holding capacity', 'Crop has_soil_requirements SoilRequirements for_nutrients': 'Rich in organic matter'}""]",Well drained loamy to clayey loam,reasoning,[{}],True
"What type of soil is best for growing soybeans, considering seed germination, harvesting, storage, and avoiding sandy soil?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have more than 80% germination.', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods turn brown and hard.', 'Crop storage_guidelines_are': 'Store in cool and dry place.', 'Crop has_soil_requirements SoilRequirements soil_type_name': 'Well drained loamy to clayey loam', 'Crop has_soil_requirements SoilRequirements avoid_soil_type': 'Sandy soil', 'Crop has_soil_requirements SoilRequirements for_water': 'Moderate water holding capacity', 'Crop has_soil_requirements SoilRequirements for_nutrients': 'Rich in organic matter'}""]",Well drained loamy to clayey loam,reasoning,[{}],True
Which pests cause drying of plants in linear patches and heavy yield losses in soybean crops?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have a germination rate of at least 80%', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods have turned brown and lost their green color. The moisture content of the seeds should be around 10-12%.', 'Crop storage_guidelines_are': 'Store in a cool, dry place. Use hermetic storage bags for long-term storage.', 'Crop needs_pest_treatements PestTreatements pest_name': 'White Grub, Gram Pod Borer, Tobacco Caterpillar, Green Semilooper, Girdle Beetle', 'Crop needs_pest_treatements PestTreatements pest_symptoms': 'Drying of plants in linear patches, heavy yield losses, irregular reddish to dark brown areas on infected parts, yellowing of leaves with brown spot, defoliation of leaves under prolonged period of high humidity, leaves remain green while only pods turn yellow to brown'}""]","White Grub, Gram Pod Borer, Tobacco Caterpillar, Green Semilooper, Girdle Beetle",reasoning,[{}],True
What are the conditions for harvesting soybean crops and what is the recommended moisture content of the seeds?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have a germination rate of at least 80%', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods have turned brown and lost their green color. The moisture content of the seeds should be around 10-12%.', 'Crop storage_guidelines_are': 'Store in a cool, dry place. Use hermetic storage bags for long-term storage.', 'Crop needs_irrigation_schedule IrrigationRequirement quantity': '500-600 mm', 'Crop needs_irrigation_schedule IrrigationRequirement stage_of_application': 'Flowering and pod filling stage'}""]",Harvest soybean crops when 85-90% pods have turned brown and lost their green color. The recommended moisture content of the seeds should be around 10-12%.,reasoning,[{}],True
"Why should soybean be stored in a cool and dry place, considering its germination requirements, harvesting guidelines, and pest treatments?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have more than 80% germination.', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods turn brown and hard.', 'Crop storage_guidelines_are': 'Store in cool and dry place.', 'Crop needs_pest_treatements PestTreatements pest_name': 'Tobacco caterpillar', 'Crop needs_pest_treatements PestTreatements pest_symptoms': 'Defoliation, webbing and frass'}""]","Soybean should be stored in a cool and dry place to maintain its quality and prevent spoilage. This is important considering its germination requirements, harvesting guidelines, and pest treatments. Storing soybean in a cool and dry place helps to prevent moisture buildup, which can lead to mold and fungal growth. It also helps to maintain the viability of the seeds, ensuring that they remain suitable for planting in the future. Additionally, storing soybean in a cool and dry place can help to deter pests and reduce the risk of infestation.",reasoning,[{}],True
"What is the crop with the recommended seed variety ""NRC 86"" and a seeding rate of ""24 quintals per hectare""?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'N/A', 'Crop harvesting_guidelines_are': 'N/A', 'Crop storage_guidelines_are': 'N/A', 'Crop has_growing_zones CropGrowingZones name': 'Central Zone', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList variety_name': 'NRC 86', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList has_seeding_rate QuantitativeValue value': '24 quintals per hectare'}""]",Soybean,reasoning,[{}],True
"What are the requirements for soybean growth in Madhya Pradesh, including seed germination rate, harvesting and storage guidelines, and the growing zone with start and end dates for late sowing?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have a germination rate of at least 80%', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods have turned brown and lost their green color. The moisture content of the seeds should be around 10-12%.', 'Crop storage_guidelines_are': 'Store in a cool, dry place. Use hermetic storage bags for long-term storage.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'Madhya Pradesh', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations SeedList has_late_sowing_time SowingTime start_date': '2022-07-01', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations SeedList has_late_sowing_time SowingTime end_date': '2022-07-31'}""]","Soybean requires a seed germination rate of at least 80%. For harvesting, it is recommended to harvest when 85-90% of the pods have turned brown and lost their green color, with a moisture content of the seeds around 10-12%. For storage, soybean should be stored in a cool, dry place, preferably using hermetic storage bags for long-term storage. The growing zone for soybean in Madhya Pradesh has a late sowing time that starts on 2022-07-01 and ends on 2022-07-31.",reasoning,[{}],True
